wav,label,Cluster_0,Cluster_1,Cluster_2,Projection
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1069_IWW_ANG_XX.wav,train,34,4,2,"[6.3391286417991815, -0.869551703511647]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000367.wav,train,50,2,1,"[11.122192500995876, -4.812960173332446]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-225__source_drama__0__angry_media.wav,train,21,1,0,"[-5.993407304356391, 4.405065595182193]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_shout_angry.wav,train,120,10,1,"[10.002507407028887, -0.18235288252596638]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-547__source_movie__1__angry_media.wav,train,88,8,3,"[-9.849441333673136, -1.2682434622626098]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1061_WSI_ANG_XX.wav,train,67,13,2,"[9.299581840005564, 6.306323242023632]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-356__source_drama__0__angry_media.wav,train,92,1,0,"[-5.962154930676379, 3.9219774112177768]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-02-02-14.wav,train,53,2,1,"[11.19297983759911, -4.872577483908652]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-54__source_drama__0__angry_media.wav,train,13,3,0,"[-4.474072456036914, 4.538083910347107]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-164__source_drama__0__angry_media.wav,train,17,0,0,"[-2.9254227014538285, 2.3952088569298065]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-120__source_drama__0__angry_media.wav,train,41,1,0,"[-5.880576732458197, 4.47935197216408]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-671__source_movie__1__angry_media.wav,train,21,1,0,"[-5.999780952778884, 4.393269843114652]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1007_IEO_ANG_HI.wav,train,22,4,2,"[6.072615572298481, -1.2917247700491012]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-240__source_drama__0__angry_media.wav,train,136,0,0,"[-2.8178279736757226, 1.6927146714973331]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000624.wav,train,4,2,1,"[11.074645403921714, -4.495203141784442]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-325__source_drama__0__angry_media.wav,train,74,1,0,"[-5.553639429117796, 4.332089639206111]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-535__source_movie__0__angry_media.wav,train,15,4,2,"[4.126367813800078, 0.8801470898548744]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-419__source_movie__0__angry_media.wav,train,145,6,3,"[-25.05509812541439, -1.9521204495178095]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-394__source_drama__0__angry_media.wav,train,134,1,0,"[-5.8395778389699355, 4.316516152081928]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1065_IWL_ANG_XX.wav,train,15,4,2,"[4.294073513365761, 0.6911345607464042]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-18.wav,train,51,7,1,"[12.33860721606439, -6.959609915875992]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-214__source_drama__0__angry_media.wav,train,38,8,3,"[-11.143223481332024, -2.328668079451392]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-260__source_drama__0__angry_media.wav,train,43,0,0,"[-2.9240721673801393, 0.17625936454938046]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-316__source_drama__0__angry_media.wav,train,75,1,0,"[-6.143873768502167, 4.406943141390146]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-491__source_movie__0__angry_media.wav,train,21,1,0,"[-5.981133454024971, 4.392038494638482]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-46__source_drama__0__angry_media.wav,train,76,0,0,"[-3.7430684541445345, 1.625446432089573]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-03.wav,train,66,12,1,"[7.020705535812609, -6.828391291434135]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0020_000682.wav,train,102,2,1,"[11.279946233092641, -4.797211819361482]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-551__source_movie__1__angry_media.wav,train,26,6,3,"[-21.28188021132093, -5.3105091472870125]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-288__source_drama__0__angry_media.wav,train,30,0,0,"[-3.6264613167899373, 1.811800922204316]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1038_DFA_ANG_XX.wav,train,5,4,2,"[5.040292550232498, 0.6462682744776159]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000646.wav,train,50,2,1,"[11.108530691350463, -4.8343032158017945]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-81__source_drama__0__angry_media.wav,train,41,1,0,"[-5.875394997597563, 4.487959572694892]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-616__source_movie__1__angry_media.wav,train,38,8,3,"[-11.496250273471993, -2.199621267365642]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-453__source_movie__0__angry_media.wav,train,65,1,0,"[-6.1129686924621485, 4.1036574744233505]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-516__source_movie__0__angry_media.wav,train,61,1,0,"[-6.156883531116974, 4.198653887552872]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-64__source_drama__0__angry_media.wav,train,144,1,0,"[-5.90546820240918, 4.469635767921732]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-436__source_movie__0__angry_media.wav,train,65,1,0,"[-6.116314543314414, 4.098181311237214]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-236__source_drama__0__angry_media.wav,train,112,3,0,"[-4.102766611717364, 4.54091841451359]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-482__source_movie__0__angry_media.wav,train,36,6,3,"[-21.30766733086934, -5.41898685195248]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000406.wav,train,20,2,1,"[11.245793230927525, -4.804102292323638]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1016_IWL_ANG_XX.wav,train,93,4,2,"[5.375716355248727, -2.022193677977623]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-144__source_drama__0__angry_media.wav,train,136,0,0,"[-2.72143126559425, 1.7041299552788716]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000689.wav,train,2,2,1,"[11.112841477252985, -4.6650233815513245]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1035_TSI_ANG_XX.wav,train,108,4,2,"[3.929911631966151, -1.6851984253353527]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_moon_angry.wav,train,29,10,1,"[8.345214196942367, -2.1690940827171614]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1070_TAI_ANG_XX.wav,train,34,4,2,"[6.35796632958971, -0.8659298830126559]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0016_000543.wav,train,20,2,1,"[11.250388491503639, -4.8137260370015635]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-337__source_drama__0__angry_media.wav,train,63,0,0,"[-4.182975646264087, 1.6471698249997633]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-588__source_movie__1__angry_media.wav,train,125,1,0,"[-5.941741532137603, 4.249641237142148]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-480__source_movie__0__angry_media.wav,train,99,1,0,"[-6.255509606965468, 4.491708600433863]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-270__source_drama__0__angry_media.wav,train,115,16,0,"[-8.834385165160676, -1.0707688054751683]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_IWL_ANG_XX.wav,train,22,4,2,"[6.12582298789352, -1.2421492625540722]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-474__source_movie__1__angry_media.wav,train,21,1,0,"[-6.008499877621743, 4.4030694135941735]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_IWW_ANG_XX.wav,train,34,4,2,"[6.350914004421121, -0.8815746189150941]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-20__source_drama__0__angry_media.wav,train,117,1,0,"[-5.892931753400893, 4.359031655821088]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1089_DFA_ANG_XX.wav,train,67,13,2,"[10.094385747488966, 5.341911729431188]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1053_IEO_ANG_HI.wav,train,22,4,2,"[6.04885566588799, -1.215285803350728]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-315__source_drama__0__angry_media.wav,train,92,1,0,"[-5.882599943013255, 3.9420337060502244]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-331__source_drama__0__angry_media.wav,train,78,1,0,"[-5.443925832254695, 4.2459634578028185]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0014_000433.wav,train,50,2,1,"[11.122759432140423, -4.8152102462300945]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1022_IEO_ANG_HI.wav,train,93,4,2,"[4.91102455992897, -2.031950964178431]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-19.wav,train,28,7,1,"[13.677150587738137, -6.8371261029064145]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-651__source_movie__0__angry_media.wav,train,65,1,0,"[-6.09368600388073, 4.098148068279602]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-216__source_drama__0__angry_media.wav,train,21,1,0,"[-5.986350032434119, 4.403432860917197]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-406__source_movie__0__angry_media.wav,train,26,6,3,"[-21.3625523914331, -5.225128251649129]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-110__source_drama__0__angry_media.wav,train,146,1,0,"[-6.0568109381458255, 3.7107521308837055]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0019_000557.wav,train,50,2,1,"[11.118788012516793, -4.798811608916194]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1016_DFA_ANG_XX.wav,train,34,4,2,"[6.3495134842602265, -0.8470747311937277]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_rush_angry.wav,train,23,9,1,"[12.126590147369289, -3.912057188275608]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_date_angry.wav,train,19,9,1,"[11.74016153385991, -3.814064956507007]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1016_WSI_ANG_XX.wav,train,85,4,2,"[6.539527540742776, -0.7943938761672912]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1059_ITH_ANG_XX.wav,train,22,4,2,"[6.004485585737809, -1.202037805411061]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-691__source_movie__0__angry_media.wav,train,96,1,0,"[-5.6286027248822, 4.139784158982073]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-695__source_movie__0__angry_media.wav,train,62,6,3,"[-21.4989055974329, -6.333308054894788]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-540__source_movie__0__angry_media.wav,train,11,1,0,"[-5.9057077786017835, 4.1188193795827175]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-465__source_movie__0__angry_media.wav,train,92,1,0,"[-5.890662646460677, 3.9051689030630934]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-529__source_movie__0__angry_media.wav,train,21,1,0,"[-6.017216305987937, 4.389953113751543]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-21.wav,train,57,7,1,"[13.015915787949881, -5.946808179841839]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-555__source_movie__0__angry_media.wav,train,6,5,3,"[-18.56916193691426, -14.360918979414901]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-575__source_movie__0__angry_media.wav,train,129,1,0,"[-6.211591616508096, 4.146894199229155]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-299__source_drama__0__angry_media.wav,train,40,0,0,"[-3.0738495663494168, 0.7370039943557533]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-455__source_movie__0__angry_media.wav,train,41,1,0,"[-5.8801498811135815, 4.478736802003253]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000692.wav,train,2,2,1,"[11.113368434205807, -4.6649423903220475]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-377__source_drama__0__angry_media.wav,train,122,0,0,"[-4.128497740234982, 1.2662999648846063]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-595__source_movie__0__angry_media.wav,train,147,1,0,"[-6.136155934641572, 4.065781354830517]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-184__source_drama__0__angry_media.wav,train,89,0,0,"[-4.098620081255685, 2.2919415351442836]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-365__source_drama__0__angry_media.wav,train,99,1,0,"[-6.244033254741395, 4.507575075370167]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1050_TSI_ANG_XX.wav,train,108,4,2,"[2.6469287946162217, -1.4769463974579173]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1041_IEO_ANG_HI.wav,train,34,4,2,"[6.342347411493802, -0.8696928294157867]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-371__source_drama__1__angry_media.wav,train,11,1,0,"[-5.875633257297403, 4.11446651937795]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-65__source_drama__0__angry_media.wav,train,25,3,0,"[-4.360502322384745, 4.988494547032242]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-470__source_movie__1__angry_media.wav,train,26,6,3,"[-21.250265448479286, -5.256169760584521]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1061_IEO_ANG_HI.wav,train,37,4,2,"[4.285420867034898, -2.2544607402980863]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1029_DFA_ANG_XX.wav,train,67,13,2,"[9.861309376918555, 5.456119239812203]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-463__source_movie__0__angry_media.wav,train,41,1,0,"[-5.8849635409427865, 4.489023623773069]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-268__source_drama__0__angry_media.wav,train,40,0,0,"[-3.138663777288536, 0.8603669623611504]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1088_IEO_ANG_HI.wav,train,34,4,2,"[6.337656573558702, -0.8974120142872676]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-715__source_movie__0__angry_media.wav,train,15,4,2,"[3.893837415791568, 0.565535659388002]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-328__source_drama__0__angry_media.wav,train,13,3,0,"[-4.481025492273563, 4.518728267831598]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-666__source_movie__0__angry_media.wav,train,11,1,0,"[-5.8994944996060505, 4.112060097202822]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-02-01-09.wav,train,97,14,1,"[9.239059050852582, -9.351147908210867]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-606__source_movie__1__angry_media.wav,train,111,1,0,"[-5.620270708846479, 4.142810739011556]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1039_ITH_ANG_XX.wav,train,22,4,2,"[6.0333245849182795, -1.2376862566830258]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-181__source_drama__1__angry_media.wav,train,21,1,0,"[-5.982536175705877, 4.388471154928725]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-650__source_movie__1__angry_media.wav,train,15,4,2,"[3.9566010448769555, 0.5685715814720235]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-571__source_movie__0__angry_media.wav,train,96,1,0,"[-5.628149256664554, 4.137095168984586]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-19.wav,train,28,7,1,"[13.749852931735578, -6.797987375947837]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-90__source_drama__0__angry_media.wav,train,60,1,0,"[-5.835448932013142, 4.094444543485914]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_knock_angry.wav,train,19,9,1,"[11.727464493214125, -3.7871517076108394]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-320__source_drama__0__angry_media.wav,train,99,1,0,"[-6.239822990308836, 4.50049622083699]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-359__source_drama__0__angry_media.wav,train,21,1,0,"[-5.992283066293902, 4.407427008275615]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000676.wav,train,4,2,1,"[11.08630535935285, -4.488427287203374]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-66__source_drama__0__angry_media.wav,train,117,1,0,"[-5.8676723014400585, 4.330099090305341]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-718__source_movie__0__angry_media.wav,train,21,1,0,"[-6.004130783008984, 4.408572261942631]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-267__source_drama__0__angry_media.wav,train,35,3,0,"[-4.608874241003553, 5.052383493258022]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-672__source_movie__0__angry_media.wav,train,21,1,0,"[-6.002550614163724, 4.4039802161562625]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1037_IEO_ANG_HI.wav,train,22,4,2,"[6.034492477596074, -1.3908226473035994]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1089_MTI_ANG_XX.wav,train,42,4,2,"[5.366068912115669, 0.03691887129235075]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0013_000399.wav,train,50,2,1,"[11.098531219518, -4.835825854581208]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-182__source_drama__0__angry_media.wav,train,140,3,0,"[-4.702067456802513, 4.983220147205826]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-659__source_movie__0__angry_media.wav,train,21,1,0,"[-6.008963353724864, 4.3874879034505145]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-38__source_drama__0__angry_media.wav,train,21,1,0,"[-5.992365400597733, 4.391596696534727]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-633__source_movie__0__angry_media.wav,train,38,8,3,"[-11.006084881041845, -1.6408520198417258]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-155__source_drama__0__angry_media.wav,train,55,0,0,"[-3.3140616630951882, 1.7865246919831286]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1001_DFA_ANG_XX.wav,train,34,4,2,"[6.348979316109767, -0.8505645700170777]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-670__source_movie__0__angry_media.wav,train,21,1,0,"[-5.991584710704259, 4.3964553577581205]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1066_DFA_ANG_XX.wav,train,34,4,2,"[6.341206377689118, -0.8302635684173741]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-147__source_drama__0__angry_media.wav,train,21,1,0,"[-5.993198990269251, 4.410646404174901]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-347__source_drama__0__angry_media.wav,train,21,1,0,"[-5.98736024760171, 4.395774537397393]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1082_DFA_ANG_XX.wav,train,67,13,2,"[9.017131456913738, 5.235754008178998]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_judge_angry.wav,train,101,9,1,"[11.89346851933875, -4.484502847337654]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-476__source_movie__0__angry_media.wav,train,96,1,0,"[-5.625807122704431, 4.135470449656072]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-415__source_movie__0__angry_media.wav,train,38,8,3,"[-10.987552186509948, -2.4736044121158076]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-385__source_drama__0__angry_media.wav,train,111,1,0,"[-5.610893276753624, 4.143147430168909]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-01-17.wav,train,57,7,1,"[12.84314034637497, -6.0232442668577235]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1091_IEO_ANG_HI.wav,train,34,4,2,"[6.350597871731487, -0.8595504631430091]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-3__source_drama__0__angry_media.wav,train,118,0,0,"[-4.130060725921659, 1.6020070717515635]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-26__source_drama__0__angry_media.wav,train,112,3,0,"[-4.074326607326019, 4.576307575797208]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-282__source_drama__0__angry_media.wav,train,106,11,0,"[0.14077955577187107, -0.7878666420620067]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-124__source_drama__0__angry_media.wav,train,78,1,0,"[-5.402525164352236, 4.245097932335257]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000557.wav,train,4,2,1,"[11.075836361489822, -4.482796437286386]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-387__source_drama__0__angry_media.wav,train,99,1,0,"[-6.2371055267571744, 4.517156228606194]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1003_TIE_ANG_XX.wav,train,42,4,2,"[5.704418379855408, 0.1919056657365314]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-698__source_movie__0__angry_media.wav,train,142,12,1,"[6.828993186142704, -5.4076708649764464]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1056_IEO_ANG_HI.wav,train,22,4,2,"[6.114494127551114, -1.2700729908626307]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_raid_angry.wav,train,29,10,1,"[8.422417659394737, -2.0559024899935365]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-255__source_drama__0__angry_media.wav,train,43,0,0,"[-3.327655317672536, -0.1279093559313504]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-01-01-01-14.wav,train,53,2,1,"[11.161250297218018, -4.884203071503609]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000700.wav,train,82,2,1,"[11.124436530307523, -4.565729449539684]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/03-01-05-02-01-02-01.wav,train,87,12,1,"[7.52111470029532, -6.216181764120851]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-251__source_drama__0__angry_media.wav,train,74,1,0,"[-5.552341382628616, 4.37239519524403]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1053_ITH_ANG_XX.wav,train,58,13,2,"[8.714811035490266, 4.713446171518431]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-15__source_drama__1__angry_media.wav,train,81,0,0,"[-2.8597358594068196, 1.8260808167974494]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-195__source_drama__0__angry_media.wav,train,74,1,0,"[-5.643035500407114, 4.378388566750994]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-145__source_drama__0__angry_media.wav,train,148,1,0,"[-5.92806624659404, 3.589628395121679]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-505__source_movie__1__angry_media.wav,train,26,6,3,"[-21.33875160701601, -5.237994311589484]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1045_IEO_ANG_HI.wav,train,34,4,2,"[6.342026174643788, -0.8775470527367988]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-257__source_drama__0__angry_media.wav,train,0,0,0,"[-3.3479541301371496, 1.2297225295735166]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-245__source_drama__1__angry_media.wav,train,76,0,0,"[-3.752430937246223, 1.591565520787382]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-399__source_drama__0__angry_media.wav,train,3,3,0,"[-5.188771520154345, 4.381869931210591]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0015_000586.wav,train,2,2,1,"[11.112454971980782, -4.667767005019368]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-727__source_movie__0__angry_media.wav,train,75,1,0,"[-6.133182181399941, 4.411178814814461]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-410__source_movie__0__angry_media.wav,train,16,8,3,"[-9.684912457130906, -2.0732665564498736]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/OAF_shirt_angry.wav,train,101,9,1,"[11.81842383824266, -4.381284327447603]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-568__source_movie__0__angry_media.wav,train,21,1,0,"[-6.002028972096482, 4.407290061511004]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/0011_000628.wav,train,102,2,1,"[11.271081330222012, -4.778727838427702]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-27__source_drama__0__angry_media.wav,train,146,1,0,"[-6.020183937865527, 3.5708881182076593]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-186__source_drama__0__angry_media.wav,train,11,1,0,"[-5.895192865884758, 4.093511286035263]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/1035_TAI_ANG_XX.wav,train,34,4,2,"[6.357036344838971, -0.8678186957956563]"
/data/minseok/data_share/AggressiveYell/AggressiveYell_16K/train/angry_media-641__source_movie__0__angry_media.wav,train,96,1,0,"[-5.632034811073459, 4.134712394496178]"
